;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
ПРАЙС-ЛИСТ НА 08.11.2021;;;;;;;;;;
МОСКВА- тел.+7(495)956-78-25, e-mail: fedor12volt@mail.ru;;;;;;;;;;
САНКТ-ПЕТЕРБУРГ- тел.+7(812)337-13-75, e-mail :alex12v@bk.ru;;;;;;;;;;
;Упаковка;Опт, руб.;РРЦ / INTERNET;Заказ,    шт.;Поступления                              Изменение цены;ССЫЛКА ;;;;
SKYLOR SQ-6.2 comp. 16cm. 2way HI-FI;6 шт.;4,500.00р.;5,780.00р.;;;http://www.master12volt.ru/products/avtozvuk/4610/;;;;
SKYLOR SQ-694 coax. 6х9  5way HI-FI;4 шт.;3,780.00р.;4,990.00р.;;;http://www.master12volt.ru/products/avtozvuk/4611/;;;;
"SKYLOR PRO-65 акустика СЧ/НЧ 6""SPL литая корзина 80/200 Вт .(1шт) ";1 шт.;1,150.00р.;1,300.00р.;;;http://www.master12volt.ru/products/avtozvuk/4695/;;;;
"SKYLOR PRO-85 акустика СЧ/НЧ 8""SPL литая корзина 100/300 Вт.(1шт) ";1 шт.;1,650.00р.;1,900.00р.;;;http://www.master12volt.ru/products/avtozvuk/4696/;;;;
"SKYSOUND SSB-65 акустика СЧ 6"" SPL 100/200 Вт. (1шт)";1 шт.;1,300.00р.;1,600.00р.;;;http://www.master12volt.ru/products/skysound/5050/;;;;
"SKYSOUND SSB-85 акустика СЧ 8"" SPL 100/200 Вт. (1шт)";1 шт.;1,600.00р.;1,900.00р.;;;http://www.master12volt.ru/products/skysound/5051/;;;;
"SKYSOUND SSB-8N акустика ВЧ 3"" рупорная 40/80 Вт.(1шт)";1 шт.;1,100.00р.;1,300.00р.;;;http://www.master12volt.ru/products/skysound/5052/;;;;
"SKYSOUND SSC-65 акустика СЧ 6"" SPL 60/120 Вт. ";1 шт.;1,650.00р.;2,000.00р.;;;http://www.master12volt.ru/products/skysound/5053/;;;;
"SKYSOUND SSC-85 акустика СЧ 8"" SPL 60/120 Вт. ";1 шт.;2,200.00р.;2,700.00р.;;;http://www.master12volt.ru/products/akustika/5242/;;;;
SMART ;;;;;;;;;;
SMART SMM-654;1 компл;1,300.00р.;1,700.00р.;;;http://www.master12volt.ru/products/avtozvuk/5243/;;;;
SMART SMM-804;1 компл;1,600.00р.;2,000.00р.;;;http://www.master12volt.ru/products/avtozvuk/5244/;;;;
URAL;;;;;;;;;;
Коаксильная и компонентная акустика;;;;;;;;;;
Ural AS-C1347 13 см;8 шт.;1,290.00р.;1,690.00р.;;ОЖИДАЕТСЯ!!!;http://www.master12volt.ru/products/ural+1/1917/;;;;
Ural AS-C1647 16.5 см;8 шт.;1,490.00р.;1,990.00р.;;ОЖИДАЕТСЯ!!!;http://www.master12volt.ru/products/ural+1/1918/;;;;
Ural AS-C6947 6*9 см;4 шт.;2,290.00р.;2,990.00р.;;ОЖИДАЕТСЯ!!!;http://www.master12volt.ru/products/ural+1/1919/;;;;
УРАЛ АС-М100 МОЛОТ 10 см;12 шт.;990.00р.;1,390.00р.;;ОЖИДАЕТСЯ!!!;http://www.master12volt.ru/products/avtozvuk/5330/;;;;
УРАЛ АС-М130 МОЛОТ 13 см;12 шт.;1,150.00р.;1,560.00р.;;ОЖИДАЕТСЯ!!!;http://www.master12volt.ru/products/avtozvuk/5331/;;;;
УРАЛ АС-М165 МОЛОТ 16.5 см;6 шт.;1,450.00р.;1,880.00р.;;;http://www.master12volt.ru/products/avtozvuk/5332/;;;;
УРАЛ АС-М57 МОЛОТ 5х7 см;8 шт.;1,450.00р.;1,880.00р.;;;http://www.master12volt.ru/products/avtozvuk/5333/;;;;
УРАЛ АС-М69 МОЛОТ 6х9 см;4 шт.;1,790.00р.;2,410.00р.;;ОЖИДАЕТСЯ!!!;http://www.master12volt.ru/products/avtozvuk/5334/;;;;
УРАЛ АС-М200 МОЛОТ 20 см;4 шт.;1,890.00р.;2,520.00р.;;;http://www.master12volt.ru/products/avtozvuk/5335/;;;;
УРАЛ АС-М250 МОЛОТ 25 см;2 шт.;2,590.00р.;3,590.00р.;;;http://www.master12volt.ru/products/avtozvuk/5336/;;;;
Ural АК-47 13 см;6 шт.;2,490.00р.;3,290.00р.;;ОЖИДАЕТСЯ!!!;http://www.master12volt.ru/products/ural+1/1922/;;;;
Ural АК-74 16.5 см;6 шт.;2,790.00р.;3,690.00р.;;ОЖИДАЕТСЯ!!!;http://www.master12volt.ru/products/ural+1/1923/;;;;
Ural АКM ;4 шт.;3,990.00р.;4,990.00р.;;ОЖИДАЕТСЯ!!!;http://www.master12volt.ru/products/ural+1/1924/;;;;
Ural AS-C1327K;6 шт.;2,390.00р.;3,190.00р.;;;http://www.master12volt.ru/products/ural+1/;;;;
Ural AS-C1627K;6 шт.;2,590.00р.;3,390.00р.;;ОЖИДАЕТСЯ!!!;http://www.master12volt.ru/products/ural+1/1921/;;;;
Ural AK-47.C;6 шт.;2,990.00р.;3,990.00р.;;ОЖИДАЕТСЯ!!!;http://www.master12volt.ru/products/ural+1/1925/;;;;
Ural AK-74.C;6 шт.;3,190.00р.;4,190.00р.;;ОЖИДАЕТСЯ!!!;http://www.master12volt.ru/products/ural+1/1926/;;;;
Компонентная акустика Warhead АВАНГАРД /  Мидбасы Warhead;;;;;;;;;;
УРАЛ АС-А1325К АВАНГАРД;4 шт.;6,290.00р.;8,290.00р.;;NEW Поступление!!!!!;http://www.master12volt.ru/products/avtozvuk/5430/;;;;
УРАЛ АС-А1625К АВАНГАРД;3 шт.;6,990.00р.;8,990.00р.;;NEW Поступление!!!!!;http://www.master12volt.ru/products/avtozvuk/5431/;;;;
Ural  AS-W130MB;4 шт.;3,790.00р.;4,890.00р.;;ОЖИДАЕТСЯ!!!;http://www.master12volt.ru/products/sabvufery/2683/;;;;
Ural  AS-W165MB;4 шт.;4,590.00р.;5,990.00р.;;ОЖИДАЕТСЯ!!!;http://www.master12volt.ru/products/ural+2/2684/;;;;
Ural  AS-W200MB;3 шт.;5,890.00р.;7,190.00р.;;На складе!!!;http://www.master12volt.ru/products/sabvufery/2685/;;;;
Среднечастотные акустические системы;;;;;;;;;;
Ural  AS-W87M SQ     (цена указана за пару);1 компл;3,900.00р.;4,900.00р.;;;http://www.master12volt.ru/products/avtozvuk/3531/;;;;
Ural AS-W50M       (цена указана за пару);1 компл;4,690.00р.;5,790.00р.;;;http://www.master12volt.ru/products/avtozvuk/3532/;;;;
Эстрадная акустика;;;;;;;;;;
Ural  AS-D18 ARMADA    (цена указана за пару);12 шт.;1,290.00р.;1,690.00р.;;;http://www.master12volt.ru/products/ural+1/1929/;;;;
Ural  AS-D30 ARMADA NEO   (цена указана за пару);12 шт.;1,890.00р.;3,390.00р.;;;http://www.master12volt.ru/products/avtozvuk/4591/;;;;
Ural  AS-BV20 BULAVA   (цена указана за пару);12 шт.;1,390.00р.;1,790.00р.;;;http://www.master12volt.ru/products/ural5/2686/;;;;
Ural  AS-BV28 BULAVA   (цена указана за пару);12 шт.;1,490.00р.;1,890.00р.;;;http://www.master12volt.ru/products/ural5/2687/;;;;
Ural  AS-BV29 BULAVA NEO   (цена указана за пару);12 шт.;2,390.00р.;2,990.00р.;;ОЖИДАЕТСЯ!!!;http://www.master12volt.ru/products/avtozvuk/4241/;;;;
Ural AS-PT115   (цена указана        за 1 шт.);12 шт.;1,590.00р.;2,190.00р.;;На складе!!!;http://www.master12volt.ru/products/ural5/2689/;;;;
УРАЛ ПАТРИОТ ЭЛЕМЕНТ АС-ПТ165        (цена указана        за 1 шт.);12 шт.;3,700.00р.;5,000.00р.;;;http://www.master12volt.ru/products/ural+1/5054/;;;;
УРАЛ ПАТРИОТ ЭЛЕМЕНТ АС-ПТ200       (цена указана        за 1 шт.);10 шт.;4,200.00р.;5,500.00р.;;;http://www.master12volt.ru/products/avtozvuk/5449/;;;;
Ural   TT-130  (цена указана за пару);8 шт.;1,450.00р.;1,990.00р.;;На складе!!!;http://www.master12volt.ru/products/avtozvuk/4242/;;;;
Ural   TT-165  (цена указана за пару);4 шт.;1,690.00р.;2,190.00р.;;ОЖИДАЕТСЯ!!!;http://www.master12volt.ru/products/avtozvuk/3856/;;;;
Ural   TT-200  (цена указана за пару);4 шт.;2,150.00р.;2,790.00р.;;;http://www.master12volt.ru/products/avtozvuk/4243/;;;;
Ural   TT-250  (цена указана за пару);3 шт.;2,990.00р.;3,790.00р.;;;http://www.master12volt.ru/products/avtozvuk/4244/;;;;
Ural  AS-BV100 BULAVA (цена указана за пару);12 шт.;1,150.00р.;1,550.00р.;;На складе!!!;http://www.master12volt.ru/products/ural+1/4143/;;;;
Ural  AS-BV130 BULAVA (цена указана за пару);8 шт.;1,590.00р.;2,090.00р.;;ОЖИДАЕТСЯ!!!;http://www.master12volt.ru/products/avtozvuk/3618/;;;;
Ural  AS-BV130 BULAVA NEO (цена указана за пару);12 шт.;2,490.00р.;3,290.00р.;;На складе!!!;http://www.master12volt.ru/products/avtozvuk/3857/;;;;
Ural  AS-BV165 BULAVA   (цена указана за пару);6 шт.;1,790.00р.;2,290.00р.;;На складе!!!;http://www.master12volt.ru/products/akustika/2690/;;;;
Ural  AS-BV165 BULAVA NEO (цена указана за пару);10 шт.;2,690.00р.;3,490.00р.;;На складе!!!;http://www.master12volt.ru/products/avtozvuk/3858/;;;;
Ural  AS-BV200 BULAVA   (цена указана за пару);4 шт.;2,390.00р.;3,190.00р.;;На складе!!!;http://www.master12volt.ru/products/akustika/2691/;;;;
Ural  AS-BV200 BULAVA NEO  (цена указана за пару);10 шт.;2,990.00р.;3,890.00р.;;ОЖИДАЕТСЯ!!!;http://www.master12volt.ru/products/avtozvuk/3859/;;;;
Ural AS-D130 ARMADA    (цена указана  за 1 шт.);12 шт.;950.00р.;1,350.00р.;;ОЖИДАЕТСЯ!!!;http://www.master12volt.ru/products/akustika/2692/;;;;
Ural AS-D165 ARMADA    (цена указана  за 1 шт.);8 шт.;1,250.00р.;1,650.00р.;;ОЖИДАЕТСЯ!!!;http://www.master12volt.ru/products/ural+1/1933/;;;;
Ural AS-D200 ARMADA    (цена указана за 1 шт.);8 шт.;1,450.00р.;1,950.00р.;;;http://www.master12volt.ru/products/ural+1/1934/;;;;
Ural  AS-PT165 PATRIOT  BLACK EDITION   (цена указана  за 1 шт.);8 шт.;1,690.00р.;2,390.00р.;;На складе!!!;http://www.master12volt.ru/products/ural+1/3214/;;;;
Ural  AS-PT200 PATRIOT  BLACK EDITION   (цена указана  за 1 шт.);4 шт.;1,890.00р.;2,590.00р.;;На складе!!!;http://www.master12volt.ru/products/avtozvuk/3215/;;;;
Ural  AS-PT130 PATRIOT NEO  (цена указана  за 1 шт.);18 шт.;1,950.00р.;2,550.00р.;;;http://www.master12volt.ru/products/avtozvuk/3860/;;;;
Кроссоверы;;;;;;;;;;
MOREL MXR 280 (пара);1 компл;8,150.00р.;10,490.00р.;;;http://www.master12volt.ru/products/akustika/3534/;;;;
Кросовер пассивный двухполосный XUSX68, Ultra SQL серия, пара;1 компл;4,950.00р.;6,500.00р.;;;http://www.master12volt.ru/products/avtozvuk/4736/;;;;
Ural АК Crossover  (цена указана за пару);1 компл;950.00р.;1,390.00р.;;;http://www.master12volt.ru/products/ural+1/3536/;;;;
Ural Warhead Crossover 2 (цена указана за пару);1 компл;1,190.00р.;1,690.00р.;;;http://www.master12volt.ru/products/avtozvuk/3537/;;;;
Ural Warhead Crossover 3 (цена указана за пару);1 компл;1,450.00р.;1,990.00р.;;;http://www.master12volt.ru/products/ural+1/3538/;;;;
Твитеры;;;;;;;;;;
DLS RC25;пара;5,250.00р.;6,990.00р.;;;http://www.master12volt.ru/products/avtozvuk/4010/;;;;
DLS RC50;пара;6,200.00р.;8,490.00р.;;;http://www.master12volt.ru/products/avtozvuk/4011/;;;;
GROUND ZERO GZNT 25SQ;1 компл;21,250.00р.;30,990.00р.;;;http://www.master12volt.ru/products/avtozvuk/4779/;;;;
GROUND ZERO GZHT 25X;1 компл;3,020.00р.;3,990.00р.;;;http://www.master12volt.ru/products/ground-zero-5/3916/;;;;
GROUND ZERO GZRT 25T;1 компл;5,750.00р.;7,990.00р.;;;http://www.master12volt.ru/products/ground-zero-5/3917/;;;;
GROUND ZERO GZRT 25SQ;1 компл;5,100.00р.;6,990.00р.;;;http://www.master12volt.ru/products/avtozvuk/5261/;;;;
GROUND ZERO GZUT 25SQX;1 компл;5,650.00р.;7,990.00р.;;;http://www.master12volt.ru/products/avtozvuk/4780/;;;;
GROUND ZERO GZPT 28SX;1 компл;33,750.00р.;47,990.00р.;;;http://www.master12volt.ru/products/avtozvuk/4781/;;;;
GROUND ZERO GZPT 28SX-C;1 компл;33,750.00р.;47,990.00р.;;;http://www.master12volt.ru/products/avtozvuk/4782/;;;;
GROUND ZERO GZPT REFERENCE 28EVO;1 компл;85,700.00р.;119,990.00р.;;;http://www.master12volt.ru/products/avtozvuk/4783/;;;;
GROUND ZERO GZTT 20S;1 компл;2,350.00р.;3,290.00р.;;;http://www.master12volt.ru/products/avtozvuk/5337/;;;;
MOREL CCWR 254;1 компл;5,550.00р.;7,990.00р.;;;http://www.master12volt.ru/products/avtozvuk/4012/;;;;
Твитер XUSЕ30W (30 mm), Ultra SQL серия, пара;пара;7,700.00р.;9,900.00р.;;;http://www.master12volt.ru/products/avtozvuk/4737/;;;;
Твитер XXT30 (30 mm), XX Competition серия серия, пара;пара;10,100.00р.;13,150.00р.;;;http://www.master12volt.ru/products/avtozvuk/4738/;;;;
Твитер XXT30W (30 mm), XX Competition серия серия, пара;пара;10,100.00р.;13,150.00р.;;;http://www.master12volt.ru/products/avtozvuk/4739/;;;;
"Автоакустика SKYLOR PRO-40 акустика ВЧ 4"" рупорная 300 Вт.";1 компл;1,260.00р.;1,600.00р.;;;http://www.master12volt.ru/products/avtozvuk/4697/;;;;
"Автоакустика SKYLOR PRO-40ST акустика ВЧ 4"" рупорная 400 Вт.";1 компл;1,270.00р.;1,500.00р.;;;http://www.master12volt.ru/products/avtozvuk/4699/;;;;
SKYLOR  TW-T20 акустика ВЧ 30 мм, 200W;1 компл;470.00р.;600.00р.;;;http://www.master12volt.ru/products/tvitery/4620/;;;;
SKYLOR  TW-T25B/акустика ВЧ 35 мм, 120W диффузор: шелковый, купольный, 85dB, 2000-22000Hz;1 компл;900.00р.;1,100.00р.;;;http://www.master12volt.ru/products/tvitery/4621/;;;;
SKYLOR  TW-T25K/акустика ВЧ 35 мм, 50W диффузор: PEI, купольный, 88dB, 2000-24000Hz;1 компл;800.00р.;900.00р.;;;http://www.master12volt.ru/products/tvitery/4622/;;;;
SKYLOR  TW-T35E/акустика ВЧ 35 мм, 80W диффузор: PEI, купольный, 92dB, 2000-22000Hz;1 компл;800.00р.;900.00р.;;;http://www.master12volt.ru/products/tvitery/4623/;;;;
Ural AS-C0114;1 компл;510.00р.;690.00р.;;ОЖИДАЕТСЯ!!!;http://www.master12volt.ru/products/ural5/1935/;;;;
УРАЛ АК-25 (комплект пищалок из АК-74.С) ;1 компл;1,250.00р.;1,650.00р.;;На складе!!!;http://www.master12volt.ru/products/avtozvuk/5127/;;;;
Ural  AS-W25TW SQ  (цена указана  за пару);1 компл;2,990.00р.;3,990.00р.;;На складе!!!;http://www.master12volt.ru/products/avtozvuk/3222/;;;;
Ural AS-W30TW Shkval (цена указана за 1 шт.);1 шт.;2,050.00р.;2,590.00р.;;На складе!!!;http://www.master12volt.ru/products/ural5/1936/;;;;
Сабвуферы корпусные активные ALPINE;;;;;;;;;;
ALPINE PWE-S8 (под сидение);1 шт.;12,630.00р.;15,790.00р.;;;http://www.master12volt.ru/products/alpine4/2650/;;;;
ALPINE PWE-V80 (под сидение);1 шт.;14,230.00р.;17,790.00р.;;;http://www.master12volt.ru/products/alpine4/2651/;;;;
ALPINE PWD-X5;1 шт.;34,390.00р.;42,990.00р.;;;http://www.master12volt.ru/products/avtozvuk/4592/;;;;
ALPINE SWD-355;1 шт.;18,390.00р.;22,990.00р.;;;http://www.master12volt.ru/products/alpine4/2652/;;;;
ALPINE SWE-815;1 шт.;9,600.00р.;11,990.00р.;;;http://www.master12volt.ru/products/alpine4/2653/;;;;
ALPINE SWE-1200;1 шт.;15,990.00р.;19,990.00р.;;;http://www.master12volt.ru/products/alpine4/2654/;;;;
ALPINE SBG-30KIT;1 компл;18,470.00р.;23,090.00р.;;;http://www.master12volt.ru/products/avtozvuk/5245/;;;;
Сабвуферы корпусные ALPINE;;;;;;;;;;
ALPINE SBE-1044BR;1 шт.;5,790.00р.;6,970.00р.;;;http://www.master12volt.ru/products/alpine4/2655/;;;;
ALPINE SBE-1244BR;1 шт.;6,830.00р.;8,990.00р.;;;http://www.master12volt.ru/products/alpine4/2656/;;;;
ALPINE SBG-1044BR;1 шт.;7,190.00р.;8,990.00р.;;;http://www.master12volt.ru/products/alpine4/2657/;;;;
ALPINE SBG-1224BP;1 шт.;8,790.00р.;10,990.00р.;;;http://www.master12volt.ru/products/alpine4/2658/;;;;
ALPINE SBG-1224BR;1 шт.;8,790.00р.;10,990.00р.;;;http://www.master12volt.ru/products/alpine4/2659/;;;;
ALPINE SBG-1244BP;1 шт.;8,890.00р.;11,090.00р.;;;http://www.master12volt.ru/products/alpine4/2660/;;;;
ALPINE SBG-1244BR;1 шт.;9,010.00р.;11,290.00р.;;;http://www.master12volt.ru/products/alpine4/2661/;;;;
ALPINE SBG-844BR;1 шт.;5,580.00р.;6,890.00р.;;;http://www.master12volt.ru/products/alpine4/2662/;;;;
ALPINE SWT-12S4;1 шт.;5,660.00р.;6,990.00р.;;;http://www.master12volt.ru/products/avtozvuk/5246/;;;;
Сабвуферы корпусные AURA;;;;;;;;;;
"AURA SW-T20A 8""";1 шт.;5,480.00р.;6,590.00р.;;ОЖИДАЕТСЯ!!!;http://www.master12volt.ru/products/avtozvuk/4757/;;;;
"AURA SW-T25A 10""";1 шт.;6,200.00р.;7,390.00р.;;ОЖИДАЕТСЯ!!!;http://www.master12volt.ru/products/avtozvuk/4758/;;;;
"AURA SW-T30A 12""";1 шт.;7,250.00р.;8,690.00р.;;На складе!!!;http://www.master12volt.ru/products/aura5/4759/;;;;
Сабвуферы корпусные активные JBL;;;;;;;;;;
JBL BASSPROSL 2;1 шт.;13,990.00р.;18,720.00р.;;Изменение цены с 12 октября;http://www.master12volt.ru/products/avtozvuk/5575/;;;;
JBL BASSPRONANO;1 шт.;12,200.00р.;16,290.00р.;;Изменение цены с 12 октября;http://www.master12volt.ru/products/avtozvuk/5105/;;;;
JBL BASSPRO8;1 шт.;10,890.00р.;14,390.00р.;;NEW Поступление!!!!!;http://www.master12volt.ru/products/avtozvuk/5576/;;;;
JBL BASSPRO12;1 шт.;14,500.00р.;19,820.00р.;;NEW Поступление!!!!!;http://www.master12volt.ru/products/avtozvuk/5577/;;;;
JBL STAGE800BA;1 шт.;9,790.00р.;12,930.00р.;;Изменение цены с 12 октября;http://www.master12volt.ru/products/avtozvuk/4593/;;;;
Сабвуферы корпусные  JBL;;;;;;;;;;
JBL GT-12BP;1 шт.;8,150.00р.;12,590.00р.;;Изменение цены с 12 октября;http://www.master12volt.ru/products/jbl2/2410/;;;;
JBL STAGE1200B;1 шт.;5,950.00р.;8,380.00р.;;Изменение цены с 12 октября;http://www.master12volt.ru/products/jbl2/3381/;;;;
JBL STAGE1220B;1 шт.;11,160.00р.;15,750.00р.;;Изменение цены с 12 октября;http://www.master12volt.ru/products/jbl2/4594/;;;;
JBL STAGE1200S;1 шт.;6,500.00р.;8,790.00р.;;NEW Поступление!!!!!;;;;;
JBL STAGE1200D;1 шт.;12,240.00р.;16,320.00р.;;NEW Поступление!!!!!;;;;;
Сабвуферы корпусные  GROUND ZERO;;;;;;;;;;
GROUND ZERO GZIB 200XBR;1 шт.;6,800.00р.;9,490.00р.;;;http://www.master12volt.ru/products/avtozvuk/5338/;;;;
GROUND ZERO GZIB 250XBR;1 шт.;9,400.00р.;12,990.00р.;;;http://www.master12volt.ru/products/avtozvuk/5339/;;;;
GROUND ZERO GZIB 300XBR;1 шт.;10,100.00р.;13,990.00р.;;;http://www.master12volt.ru/products/avtozvuk/5316/;;;;
GROUND ZERO GZ BASS KIT 12.300X;1 компл;17,000.00р.;21,990.00р.;;;http://www.master12volt.ru/products/avtozvuk/5340/;;;;
Сабвуферы корпусные активные  MAGNUM ;;;;;;;;;;
Автосабвуфер MAGNUM ACTIVE 10;1 шт.;6,195.00р.;7,300.00р.;;;http://www.master12volt.ru/products/avtozvuk/5313/;;;;
Автосабвуфер MAGNUM ACTIVE 12;1 шт.;6,720.00р.;7,900.00р.;;;http://www.master12volt.ru/products/avtozvuk/5315/;;;;
Сабвуферы корпусные активные  NAKAMICHI;;;;;;;;;;
"NAKAMICHI NBF 8.0A (активный сабвуфер 8"" )               под сидение!!!";1 шт.;13,530.00р.;15,950.00р.;;;http://www.master12volt.ru/products/avtozvuk/4074/;;;;
"NAKAMICHI NBT 1205A (активный сабвуфер 12"" )";1 шт.;10,670.00р.;13,090.00р.;;;http://www.master12volt.ru/products/avtozvuk/4075/;;;;
Сабвуферы корпусные активные  PIONEER;;;;;;;;;;
"PIONEER TS-WX300A (активный сабвуфер 12"" )     ";1 шт.;11,200.00р.;13,500.00р.;;;http://www.master12volt.ru/products/sabvufery/4077/;;;;
Сабвуферы корпусные активные  URAL;;;;;;;;;;
Ural AS-D12A CUBE корпусной активный сабвуфер;1 шт.;8,590.00р.;9,790.00р.;;ОЖИДАЕТСЯ!!!;http://www.master12volt.ru/products/avtozvuk/4760/;;;;
Ural AS-D12A RED HURRICANE корпусной активный сабвуфер;1 шт.;9,290.00р.;10,690.00р.;;На складе!!!;http://www.master12volt.ru/products/sabvufery/2722/;;;;
Ural AS-D12A BLACK HURRICANE корпусной активный сабвуфер;1 шт.;9,590.00р.;10,990.00р.;;ОЖИДАЕТСЯ!!!;http://www.master12volt.ru/products/sabvufery/3619/;;;;
URAL (УРАЛ) АС-У12А КОМПАКТ корпусной активный сабвуфер;1 шт.;8,190.00р.;9,390.00р.;;ОЖИДАЕТСЯ!!!;http://www.master12volt.ru/products/avtozvuk/5106/;;;;
URAL (УРАЛ) УРАГАН АС-У12А КОМБО корпусной активный сабвуфер;1 шт.;10,790.00р.;11,990.00р.;;ОЖИДАЕТСЯ!!!;http://www.master12volt.ru/products/avtozvuk/5247/;;;;
Ural AS-D12A DUAL HURRICANE корпусной активный сабвуфер;1 шт.;12,990.00р.;14,990.00р.;;ОЖИДАЕТСЯ!!!;http://www.master12volt.ru/products/sabvufery/3621/;;;;
